RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
39.080,Sell,16.349,Oversold,8.873,Oversold,-0.716,Sell,0.9000,Less Volatility,30.984,Sell,-98.1245,Sell,-1.2014,Sell,28.626,Oversold,-12.575,Sell,-89.269,Oversold,-1.4000,Sell,Buy (0) ,Strong Sell,17.41,+0.46,TKNSA,2023-03-23,SAT,17.564,SAT,18.314,SAT,18.862,SAT,19.736,SAT,22.743,AL,16.692,SAT,Buy (1)
47.226,Neutral,24.305,Sell,0.000,Oversold,0.330,Buy,1.5600,Less Volatility,28.997,Neutral,-118.6209,Sell,-1.8157,Sell,42.910,Sell,-6.364,Sell,-95.819,Oversold,-1.5660,Sell,Buy (1) ,Strong Sell,28.84,-0.96,ECILC,2023-03-23,SAT,29.616,SAT,30.604,SAT,30.481,AL,28.076,AL,27.827,AL,20.967,neutral,Buy (6)
52.989,Neutral,41.549,Sell,48.269,Neutral,0.390,Buy,1.8700,High Volatility,25.616,Buy,50.3105,Buy,0.0000,Neutral,45.552,Sell,-3.960,Sell,-58.873,Sell,2.6080,Buy,Buy (4) ,Neutral,25.24,-2.55,AZTEK,2023-03-23,SAT,25.33,AL,24.48,AL,24.80,AL,23.50,SAT,26.19,AL,16.97,AL,Buy (10)
33.322,Sell,23.326,Sell,11.767,Oversold,-1.050,Sell,0.6636,Less Volatility,33.653,Sell,-121.1820,Sell,-1.0486,Sell,31.352,Sell,-10.624,Sell,-87.436,Oversold,-1.7700,Sell,Buy (0) ,Strong Sell,14.89,+0.34,AYDEM,2023-03-23,SAT,15.04,SAT,15.73,SAT,16.33,SAT,18.35,SAT,20.60,SAT,16.40,SAT,Buy (0)
56.063,Buy,46.072,Neutral,17.449,Oversold,2.610,Buy,5.5786,High Volatility,38.091,Buy,46.8043,Neutral,0.0000,Neutral,40.729,Sell,13.796,Buy,-63.265,Sell,5.8440,Buy,Buy (5) ,Buy,71.0,-0.84,YEOTK,2023-03-23,SAT,72.22,AL,70.96,AL,67.78,AL,63.20,AL,70.61,AL,47.84,AL,Buy (11)
38.463,Sell,26.726,Sell,0.000,Oversold,-0.310,Sell,0.4157,Less Volatility,33.243,Sell,-166.5759,Sell,-0.4921,Sell,35.240,Sell,-6.569,Sell,-98.052,Oversold,-0.7300,Sell,Buy (0) ,Strong Sell,8.24,-1.20,BRLSM,2023-03-23,SAT,8.52,SAT,8.76,SAT,8.88,SAT,9.47,SAT,10.76,AL,7.71,SAT,Buy (1)
58.068,Buy,53.549,Neutral,46.434,Neutral,1.660,Buy,3.9571,Less Volatility,26.848,Buy,71.3689,Buy,0.0000,Neutral,51.209,Buy,7.126,Buy,-51.389,Neutral,4.6680,Buy,Buy (7)  ,Strong Buy,93.2,-0.59,AHGAZ,2023-03-23,SAT,93.79,AL,92.26,AL,89.88,AL,87.77,AL,54.65,AL,27.32,AL,Buy (11)
52.057,Neutral,41.642,Sell,17.566,Oversold,0.350,Buy,1.4993,High Volatility,39.539,Buy,2.6449,Neutral,0.0000,Neutral,35.707,Sell,15.031,Buy,-58.333,Sell,0.3660,Buy,Buy (4)  ,Buy,18.76,+3.30,EYGYO,2023-03-23,SAT,19.30,SAT,19.46,AL,18.29,AL,18.25,AL,10.48,AL,5.24,AL,Buy (8)
55.339,Buy,46.920,Neutral,0.000,Oversold,0.500,Buy,0.8900,High Volatility,57.671,Buy,-5.6299,Neutral,0.0000,Neutral,47.593,Sell,6.855,Buy,-64.706,Sell,0.2300,Buy,Buy (5) ,Buy,17.7,-1.12,BIOEN,2023-03-23,SAT,18.07,SAT,18.28,AL,17.43,AL,16.54,AL,16.87,AL,13.42,AL,Buy (8)
43.304,Sell,20.829,Sell,11.591,Oversold,-0.114,Sell,0.2500,Less Volatility,25.549,Sell,-132.7835,Sell,-0.2114,Sell,30.510,Sell,-5.461,Sell,-93.443,Oversold,-0.3280,Sell,Buy (0) ,Strong Sell,5.53,+0.18,AKSGY,2023-03-23,SAT,5.646,SAT,5.753,SAT,5.874,SAT,5.981,SAT,6.190,AL,4.817,SAT,Buy (2)
36.672,Sell,22.416,Sell,15.652,Oversold,-0.269,Sell,0.2743,Less Volatility,38.216,Sell,-115.8701,Sell,-0.2736,Sell,25.906,Oversold,-15.962,Sell,-85.714,Oversold,-0.5320,Sell,Buy (0) ,Strong Sell,4.38,+0.23,MRGYO,2023-03-23,SAT,4.406,SAT,4.577,SAT,4.884,SAT,5.271,SAT,5.041,AL,3.645,SAT,Buy (2)
51.136,Neutral,37.096,Sell,78.430,Overbought,-0.038,Sell,0.1300,Less Volatility,20.113,Neutral,33.2295,Neutral,0.0000,Neutral,44.839,Sell,3.401,Buy,-52.727,Neutral,0.1620,Buy,Buy (2) ,Sell,3.03,-0.98,TEKTU,2023-03-23,AL,2.948,AL,2.961,AL,3.004,SAT,3.083,SAT,3.110,AL,2.501,AL,Buy (9)
47.813,Neutral,23.730,Sell,0.000,Oversold,0.030,Buy,0.3786,Less Volatility,48.232,Neutral,-58.6013,Sell,-0.2014,Sell,28.195,Oversold,2.930,Buy,-81.169,Oversold,-0.1320,Sell,Buy (2) ,Sell,8.08,-0.62,ARDYZ,2023-03-23,SAT,8.21,SAT,8.49,SAT,8.18,SAT,8.17,SAT,8.95,AL,7.55,SAT,Buy (2)
52.691,Neutral,41.731,Sell,62.331,Buy,0.020,Buy,0.4843,Less Volatility,33.110,Buy,39.1689,Neutral,0.0000,Neutral,40.658,Sell,4.890,Buy,-54.730,Neutral,0.5860,Buy,Buy (5) ,Buy,6.63,-0.75,ULUFA,2023-03-23,AL,6.50,AL,6.61,AL,6.46,AL,6.44,AL,6.37,AL,4.93,AL,Buy (12)
40.140,Sell,23.709,Sell,16.860,Oversold,-2.118,Sell,2.6107,Less Volatility,35.892,Sell,-101.1730,Sell,-2.4464,Sell,42.604,Sell,-7.068,Sell,-85.470,Oversold,-4.4160,Sell,Buy (0) ,Strong Sell,53.4,+1.52,VESTL,2023-03-23,SAT,53.640,SAT,55.095,SAT,56.750,SAT,60.170,SAT,59.580,AL,45.342,SAT,Buy (2)
40.170,Sell,11.030,Oversold,2.561,Oversold,-0.760,Sell,1.5957,Less Volatility,39.385,Sell,-100.7265,Sell,-1.8571,Sell,20.951,Oversold,-6.751,Sell,-97.080,Oversold,-1.4300,Sell,Buy (0) ,Strong Sell,22.08,+0.45,KZBGY,2023-03-23,SAT,22.52,SAT,24.10,SAT,24.06,SAT,25.06,SAT,24.03,SAT,33.87,SAT,Buy (0)
41.895,Sell,21.421,Sell,14.387,Oversold,-12.670,Sell,22.3286,Less Volatility,39.722,Sell,-79.8640,Sell,-30.7071,Sell,36.240,Sell,-11.188,Sell,-86.554,Oversold,-36.4540,Sell,Buy (0) ,Strong Sell,542.3,-1.13,TUPRS,2023-03-23,AL,542.08,SAT,556.59,SAT,586.14,SAT,578.03,AL,520.35,AL,411.37,SAT,Buy (5)
59.667,Buy,51.389,Neutral,29.283,Sell,0.420,Buy,0.5571,Less Volatility,25.116,Neutral,14.0446,Neutral,0.0000,Neutral,51.030,Buy,-2.765,Sell,-38.462,Buy,0.3640,Buy,Buy (5) ,Buy,10.9,+1.40,GMTAS,2023-03-23,AL,10.75,AL,10.78,AL,10.56,AL,9.34,AL,7.40,AL,5.41,AL,Buy (12)
49.843,Neutral,34.805,Sell,3.461,Oversold,0.260,Buy,0.5664,Less Volatility,38.648,Sell,-175.4649,Sell,-0.3086,Sell,46.236,Sell,-11.437,Sell,-87.374,Oversold,-0.6820,Sell,Buy (1) ,Strong Sell,8.75,+0.46,PINSU,2023-03-23,SAT,8.988,SAT,9.155,SAT,9.273,AL,7.974,AL,7.443,AL,6.943,neutral,Buy (6)
65.692,Buy,50.000,Neutral,85.005,Overbought,0.308,Buy,0.2893,Less Volatility,42.535,Buy,158.6014,Buy,0.2000,Buy,48.991,Sell,2.519,Buy,-5.376,Overbought,0.7240,Buy,Buy (7) ,Strong Buy,6.85,+2.24,PEGYO,2023-03-23,AL,6.500,AL,6.572,AL,6.456,AL,5.540,AL,4.815,AL,3.473,AL,Buy (12)
44.505,Sell,12.625,Oversold,34.220,Sell,-0.125,Sell,0.1686,Less Volatility,30.768,Neutral,-61.4484,Sell,-0.0364,Sell,34.818,Sell,-3.059,Sell,-83.333,Oversold,-0.0880,Sell,Buy (0) ,Strong Sell,4.11,+1.23,OZGYO,2023-03-23,AL,4.064,SAT,4.130,SAT,4.230,SAT,4.464,SAT,4.602,AL,3.801,SAT,Buy (4)
45.956,Neutral,27.808,Sell,4.466,Oversold,0.590,Buy,2.1357,Less Volatility,34.187,Sell,-103.4687,Sell,-1.5729,Sell,46.785,Sell,3.788,Buy,-92.655,Oversold,-3.3340,Sell,Buy (2) ,Strong Sell,32.8,+0.61,YYLGD,2023-03-23,SAT,34.16,SAT,35.70,SAT,34.62,AL,32.13,SAT,34.56,AL,27.24,SAT,Buy (4)
41.163,Sell,17.207,Oversold,10.919,Oversold,-0.576,Sell,0.5564,Less Volatility,29.264,Sell,-108.1815,Sell,-0.8400,Sell,26.493,Oversold,-7.851,Sell,-90.909,Oversold,-1.1000,Sell,Buy (0) ,Strong Sell,16.08,+0.94,GOZDE,2023-03-23,SAT,16.184,SAT,16.717,SAT,17.090,SAT,17.893,SAT,17.458,AL,13.390,SAT,Buy (2)
35.198,Sell,21.111,Sell,12.469,Oversold,-1.386,Sell,1.3971,Less Volatility,29.056,Neutral,-107.7036,Sell,-1.3714,Sell,24.619,Oversold,-8.384,Sell,-84.644,Oversold,-2.4200,Sell,Buy (0) ,Strong Sell,27.26,+0.66,IPEKE,2023-03-23,SAT,27.488,SAT,28.474,SAT,29.619,SAT,32.032,SAT,32.950,AL,26.024,SAT,Buy (2)
40.697,Sell,24.628,Sell,66.859,Buy,-0.304,Sell,0.2386,Less Volatility,50.248,Sell,-92.2233,Sell,-0.0950,Sell,32.660,Sell,-11.577,Sell,-67.257,Sell,-0.5460,Sell,Buy (1) ,Strong Sell,4.41,+7.56,BSOKE,2023-03-23,AL,4.276,SAT,4.484,SAT,4.804,SAT,5.315,SAT,5.136,AL,3.916,SAT,Buy (4)
40.735,Sell,26.115,Sell,18.180,Oversold,-0.336,Sell,0.5021,Less Volatility,44.655,Sell,-102.7829,Sell,-0.3743,Sell,31.066,Sell,-7.148,Sell,-82.011,Oversold,-0.5920,Sell,Buy (0) ,Strong Sell,12.99,-0.15,OZKGY,2023-03-23,SAT,13.054,SAT,13.336,SAT,13.786,SAT,14.136,SAT,15.242,AL,11.417,SAT,Buy (2)
40.614,Sell,28.587,Sell,42.361,Sell,-0.540,Sell,0.6400,Less Volatility,39.072,Sell,-90.6029,Sell,-0.5821,Sell,33.388,Sell,-8.286,Sell,-73.226,Sell,-1.1520,Sell,Buy (0)  ,Strong Sell,16.05,+1.90,KCAER,2023-03-23,AL,15.93,SAT,16.49,SAT,17.20,SAT,17.68,SAT,18.77,AL,13.62,SAT,Buy (4)
44.486,Sell,25.425,Sell,18.060,Oversold,-0.248,Sell,0.4471,Less Volatility,30.952,Sell,-71.1941,Sell,-0.1757,Sell,37.380,Sell,3.571,Buy,-78.571,Sell,-0.3540,Sell,Buy (1) ,Strong Sell,8.12,+1.12,INFO,2023-03-23,SAT,8.128,SAT,8.482,SAT,8.346,SAT,9.008,SAT,9.689,SAT,9.194,SAT,Buy (0)
64.076,Buy,67.531,Buy,44.911,Sell,8.040,Buy,8.3286,High Volatility,37.819,Buy,76.6681,Buy,4.5714,Buy,47.542,Sell,19.538,Buy,-24.936,Buy,14.5720,Buy,Buy (9) ,Strong Buy,170.4,+2.34,MGROS,2023-03-23,AL,170.16,AL,167.46,AL,156.42,AL,144.59,AL,140.02,AL,108.53,AL,Buy (12)
52.346,Neutral,46.382,Neutral,0.000,Oversold,0.652,Buy,1.2700,High Volatility,38.785,Buy,4.2916,Neutral,0.0000,Neutral,53.580,Buy,12.170,Buy,-59.306,Sell,0.0880,Buy,Buy (5) ,Buy,23.74,-2.70,ORGE,2023-03-23,SAT,24.840,SAT,24.574,AL,23.325,AL,22.580,SAT,24.753,AL,18.396,AL,Buy (7)
42.195,Sell,28.839,Sell,4.725,Oversold,-0.074,Sell,0.3271,Less Volatility,39.407,Sell,-111.5203,Sell,-0.2779,Sell,30.653,Sell,-1.122,Sell,-91.743,Oversold,-0.5340,Sell,Buy (0) ,Strong Sell,6.17,+0.33,BNTAS,2023-03-23,SAT,6.292,SAT,6.557,SAT,6.564,SAT,6.577,SAT,6.985,AL,5.658,SAT,Buy (2)
46.033,Neutral,27.159,Sell,13.078,Oversold,-0.850,Sell,3.0929,Less Volatility,23.190,Buy,-77.1885,Sell,-1.4893,Sell,45.334,Sell,2.067,Buy,-81.910,Oversold,-1.2440,Sell,Buy (2) ,Strong Sell,76.5,-0.78,TAVHL,2023-03-23,SAT,76.88,SAT,78.80,SAT,78.25,SAT,79.66,SAT,83.16,AL,72.52,SAT,Buy (2)
50.369,Neutral,40.000,Sell,78.585,Overbought,-0.070,Sell,0.2846,High Volatility,32.589,Buy,20.8394,Neutral,0.0000,Neutral,44.954,Sell,9.794,Buy,-42.353,Buy,0.0720,Buy,Buy (4) ,Buy,4.54,-1.09,BAYRK,2023-03-23,AL,4.40,AL,4.47,AL,4.37,SAT,4.73,SAT,4.94,AL,4.17,AL,Buy (8)
56.949,Buy,51.093,Neutral,54.797,Neutral,0.272,Buy,0.8800,Less Volatility,34.148,Buy,72.2538,Buy,0.0000,Neutral,52.694,Buy,5.683,Buy,-50.000,Neutral,1.2240,Buy,Buy (7) ,Strong Buy,19.26,-1.23,INDES,2023-03-23,AL,19.216,AL,19.001,AL,18.710,AL,18.222,AL,18.615,AL,14.040,AL,Buy (12)
51.378,Neutral,28.507,Sell,10.686,Oversold,0.170,Buy,0.5286,High Volatility,39.065,Neutral,-47.8138,Neutral,-0.0693,Sell,30.819,Sell,6.884,Buy,-71.564,Sell,-0.1360,Sell,Buy (2) ,Sell,9.18,+1.66,UNLU,2023-03-23,SAT,9.32,SAT,9.46,AL,9.11,AL,8.76,SAT,9.41,AL,7.84,AL,Buy (7)
40.434,Sell,15.801,Oversold,21.819,Oversold,-0.053,Sell,0.1357,Less Volatility,44.314,Sell,-95.7746,Sell,-0.1679,Sell,36.746,Sell,-10.174,Sell,-88.312,Oversold,-0.2260,Sell,Buy (0) ,Strong Sell,3.09,-0.96,OSTIM,2023-03-23,SAT,3.108,SAT,3.231,SAT,3.331,SAT,3.281,SAT,3.299,AL,2.671,SAT,Buy (2)
43.543,Sell,25.822,Sell,37.380,Sell,-0.460,Sell,0.7807,Less Volatility,45.751,Sell,-80.7185,Sell,-0.4500,Sell,41.842,Sell,-7.840,Sell,-70.430,Sell,-1.1800,Sell,Buy (0) ,Strong Sell,17.31,+1.88,GWIND,2023-03-23,AL,16.97,SAT,17.57,SAT,18.31,SAT,18.42,SAT,20.96,AL,16.73,SAT,Buy (4)
63.547,Buy,48.668,Neutral,74.566,Buy,0.266,Buy,0.4450,High Volatility,43.831,Buy,151.2149,Buy,0.3521,Buy,49.949,Neutral,33.260,Buy,-11.561,Overbought,1.2360,Buy,Buy (8) ,Strong Buy,6.09,+5.73,LIDFA,2023-03-23,AL,5.606,AL,5.646,AL,5.247,AL,4.877,AL,5.180,AL,5.315,AL,Buy (12)
33.933,Sell,19.708,Oversold,2.413,Oversold,-0.240,Sell,0.1836,Less Volatility,32.302,Sell,-112.6482,Sell,-0.3050,Sell,30.049,Sell,-11.255,Sell,-89.899,Oversold,-0.4280,Sell,Buy (0) ,Strong Sell,4.1,0.00,MAKTK,2023-03-23,SAT,4.152,SAT,4.369,SAT,4.507,SAT,4.919,SAT,5.508,SAT,4.528,SAT,Buy (0)
51.406,Neutral,33.464,Sell,74.028,Buy,1.160,Buy,6.2143,Less Volatility,34.756,Neutral,-22.5592,Neutral,0.0000,Neutral,41.454,Sell,-0.354,Sell,-52.752,Neutral,-5.8920,Sell,Buy (2) ,Sell,112.2,+7.16,CIMSA,2023-03-23,AL,108.30,AL,109.61,SAT,113.76,AL,104.59,AL,96.40,AL,72.51,AL,Buy (11)
52.254,Neutral,42.070,Sell,45.717,Neutral,0.500,Buy,2.4529,High Volatility,22.332,Neutral,38.7780,Neutral,0.0000,Neutral,43.512,Sell,0.493,Buy,-64.767,Sell,1.2660,Buy,Buy (3) ,Neutral,50.95,-0.20,GENIL,2023-03-23,SAT,52.06,AL,50.24,AL,50.48,AL,49.63,AL,44.85,AL,33.75,AL,Buy (11)
63.382,Buy,63.861,Buy,30.400,Sell,1.630,Buy,2.5171,High Volatility,71.419,Overbought,102.0440,Buy,0.8829,Buy,54.076,Buy,28.407,Buy,-31.846,Buy,4.8180,Buy,Buy (9) ,Strong Buy,29.08,+0.28,TERA,2023-03-23,SAT,29.44,AL,27.75,AL,25.24,AL,23.89,AL,14.19,AL,7.09,AL,Buy (11)
38.299,Sell,23.239,Sell,12.153,Oversold,-0.330,Sell,0.3307,Less Volatility,27.410,Sell,-142.1365,Sell,-0.2943,Sell,31.617,Sell,-6.439,Sell,-85.916,Oversold,-0.6420,Sell,Buy (0) ,Strong Sell,9.6,+0.42,TRILC,2023-03-23,SAT,9.65,SAT,9.97,SAT,10.10,SAT,10.74,SAT,11.77,SAT,11.08,SAT,Buy (0)
46.861,Neutral,34.013,Sell,11.046,Oversold,-0.042,Sell,0.3657,Less Volatility,25.039,Sell,-68.1733,Sell,-0.1100,Sell,37.821,Sell,6.180,Buy,-70.339,Sell,-0.1820,Sell,Buy (1) ,Strong Sell,5.67,-1.39,MEGAP,2023-03-23,SAT,5.788,SAT,5.959,SAT,5.762,SAT,5.952,SAT,6.507,AL,4.828,SAT,Buy (2)
46.602,Neutral,29.718,Sell,15.986,Oversold,-0.402,Sell,1.9957,Less Volatility,32.018,Sell,-75.6325,Sell,-0.5086,Sell,42.366,Sell,1.532,Buy,-80.415,Oversold,-0.8100,Sell,Buy (1) ,Strong Sell,27.78,-0.79,ULUUN,2023-03-23,SAT,28.436,SAT,28.890,SAT,28.638,SAT,29.528,SAT,32.822,SAT,28.392,SAT,Buy (1)
46.396,Neutral,24.768,Sell,13.863,Oversold,-0.037,Sell,0.5971,Less Volatility,37.439,Sell,-104.7738,Sell,-0.4443,Sell,36.442,Sell,-9.690,Sell,-81.633,Oversold,-0.6080,Sell,Buy (0) ,Strong Sell,11.62,+0.43,RYGYO,2023-03-23,AL,11.622,SAT,11.984,SAT,12.428,SAT,11.703,SAT,11.758,AL,8.393,SAT,Buy (4)
46.537,Neutral,16.940,Oversold,11.299,Oversold,-0.215,Sell,0.7436,High Volatility,23.434,Sell,-52.9102,Sell,-0.0707,Sell,37.962,Sell,3.407,Buy,-73.973,Sell,-0.1980,Sell,Buy (1) ,Strong Sell,9.41,-0.32,MIPAZ,2023-03-23,AL,9.348,SAT,9.744,SAT,9.581,SAT,10.078,SAT,10.691,AL,8.758,SAT,Buy (3)
37.222,Sell,18.540,Oversold,27.950,Sell,-0.660,Sell,0.5100,Less Volatility,43.902,Sell,-96.9433,Sell,-0.8136,Sell,29.932,Oversold,-9.682,Sell,-84.615,Oversold,-1.2920,Sell,Buy (0) ,Strong Sell,14.16,+2.09,BASGZ,2023-03-23,AL,14.12,SAT,14.70,SAT,15.37,SAT,16.18,SAT,18.13,SAT,16.82,SAT,Buy (1)
34.374,Sell,14.052,Oversold,2.607,Oversold,-0.237,Sell,0.1621,Less Volatility,55.276,Sell,-106.0634,Sell,-0.3021,Sell,23.063,Oversold,-15.722,Sell,-96.667,Oversold,-0.3960,Sell,Buy (0) ,Strong Sell,3.28,+0.61,SKTAS,2023-03-23,SAT,3.348,SAT,3.467,SAT,3.618,SAT,4.065,SAT,4.551,SAT,3.857,SAT,Buy (0)
45.699,Neutral,11.753,Oversold,4.208,Oversold,-0.059,Sell,0.4393,Less Volatility,35.236,Buy,-85.4664,Sell,-0.3336,Sell,32.904,Sell,-2.478,Sell,-94.220,Oversold,-0.3540,Sell,Buy (1) ,Strong Sell,6.68,+0.60,FRIGO,2023-03-23,SAT,6.772,SAT,7.077,SAT,7.081,SAT,6.907,SAT,7.467,AL,6.021,SAT,Buy (2)
47.404,Neutral,15.533,Oversold,13.961,Oversold,-0.017,Sell,0.1464,Less Volatility,32.332,Neutral,-83.5772,Sell,-0.0693,Sell,28.903,Oversold,-2.388,Sell,-89.796,Oversold,-0.0120,Sell,Buy (0) ,Sell,3.28,0.00,AVGYO,2023-03-23,SAT,3.288,SAT,3.346,SAT,3.323,SAT,3.328,SAT,3.676,AL,3.236,SAT,Buy (1)
60.814,Buy,55.584,Buy,52.578,Neutral,5.250,Buy,3.9000,Less Volatility,42.760,Buy,112.5847,Buy,0.0000,Neutral,35.398,Sell,9.171,Buy,-31.472,Buy,3.4940,Buy,Buy (8) ,Strong Buy,61.85,+2.66,MACKO,2023-03-23,AL,60.44,AL,60.25,AL,58.56,AL,43.62,AL,21.81,AL,10.90,AL,Buy (12)
45.060,Neutral,21.162,Sell,3.105,Oversold,-0.960,Sell,0.8400,Less Volatility,50.657,Sell,-127.8742,Sell,-0.9800,Sell,31.384,Sell,-15.706,Sell,-92.211,Oversold,-1.6140,Sell,Buy (0) ,Strong Sell,15.3,-0.58,BARMA,2023-03-23,SAT,15.55,SAT,16.11,SAT,17.07,SAT,18.68,SAT,20.33,AL,13.08,SAT,Buy (1)
47.047,Neutral,33.503,Sell,5.226,Oversold,-0.030,Sell,0.5771,Less Volatility,31.217,Sell,-85.5507,Sell,-0.0643,Sell,40.255,Sell,0.202,Buy,-72.619,Sell,-0.1760,Sell,Buy (1) ,Strong Sell,9.9,-0.90,SELVA,2023-03-23,SAT,10.21,SAT,10.18,SAT,10.08,SAT,10.14,SAT,11.60,SAT,9.96,SAT,Buy (0)
44.042,Sell,23.873,Sell,18.820,Oversold,-0.130,Sell,0.2964,High Volatility,31.148,Neutral,-87.0512,Sell,-0.1929,Sell,37.581,Sell,-4.244,Sell,-81.481,Oversold,-0.2100,Sell,Buy (0) ,Strong Sell,5.64,+0.89,ISKPL,2023-03-23,SAT,5.67,SAT,5.80,SAT,5.91,SAT,6.02,SAT,6.99,SAT,6.12,SAT,Buy (0)
40.518,Sell,14.592,Oversold,0.000,Oversold,-0.840,Sell,1.6150,Less Volatility,33.037,Sell,-110.8160,Sell,-2.2707,Sell,27.965,Oversold,-28.533,Sell,-96.928,Oversold,-2.7840,Sell,Buy (0) ,Strong Sell,15.94,-1.73,CEOEM,2023-03-23,SAT,16.54,SAT,17.53,SAT,19.12,SAT,18.85,SAT,17.41,AL,14.16,SAT,Buy (2)
49.834,Neutral,35.125,Sell,0.000,Oversold,2.040,Buy,7.3464,High Volatility,44.114,Neutral,-30.4376,Neutral,0.0000,Neutral,37.775,Sell,4.582,Buy,-80.000,Sell,-2.9020,Sell,Buy (2) ,Sell,104.6,-1.23,MIATK,2023-03-23,SAT,107.88,SAT,110.32,SAT,105.16,AL,102.80,SAT,110.38,AL,76.66,SAT,Buy (4)
49.246,Neutral,34.009,Sell,47.973,Neutral,-0.060,Sell,0.2379,Less Volatility,39.692,Buy,-60.2421,Sell,0.0000,Neutral,44.261,Sell,-2.711,Sell,-54.054,Neutral,-0.0880,Sell,Buy (1) ,Strong Sell,6.09,+3.22,MSGYO,2023-03-23,AL,6.00,AL,6.09,SAT,6.18,SAT,6.18,SAT,6.42,AL,5.45,AL,Buy (8)
35.103,Sell,19.699,Oversold,25.349,Sell,-8.450,Sell,6.9071,Less Volatility,54.769,Sell,-72.1924,Sell,-6.0786,Sell,36.737,Sell,-17.411,Sell,-93.011,Oversold,-12.8060,Sell,Buy (0) ,Strong Sell,125.7,-0.24,DOAS,2023-03-23,SAT,127.34,SAT,127.98,SAT,142.55,SAT,152.04,SAT,153.30,AL,121.55,SAT,Buy (2)
57.876,Buy,56.486,Buy,33.277,Sell,0.215,Buy,0.3407,Less Volatility,35.067,Buy,43.0597,Neutral,0.0000,Neutral,49.841,Neutral,15.411,Buy,-36.538,Buy,0.2040,Buy,Buy (7) ,Strong Buy,6.74,+1.35,GENTS,2023-03-23,AL,6.700,SAT,6.760,AL,6.450,AL,6.067,AL,6.571,AL,5.906,AL,Buy (11)
34.046,Sell,19.314,Oversold,0.000,Oversold,-0.278,Sell,0.2850,Less Volatility,37.730,Sell,-113.6782,Sell,-0.3929,Sell,35.016,Sell,-6.265,Sell,-90.580,Oversold,-0.6540,Sell,Buy (0) ,Strong Sell,7.8,0.00,MZHLD,2023-03-23,SAT,7.870,SAT,8.111,SAT,8.285,SAT,8.753,SAT,11.006,SAT,9.766,SAT,Buy (0)
42.798,Sell,25.347,Sell,25.361,Sell,-0.181,Sell,0.2157,Less Volatility,28.287,Sell,-79.9853,Sell,-0.1471,Sell,39.520,Sell,-5.184,Sell,-78.022,Sell,-0.1940,Sell,Buy (0) ,Strong Sell,5.67,+0.71,NUGYO,2023-03-23,AL,5.662,SAT,5.789,SAT,5.930,SAT,6.225,SAT,6.869,SAT,5.902,SAT,Buy (1)
43.927,Sell,18.489,Oversold,23.060,Oversold,-0.950,Sell,1.8771,Less Volatility,38.544,Neutral,-63.5949,Sell,-1.2743,Sell,46.171,Sell,-8.853,Sell,-79.101,Sell,-1.6380,Sell,Buy (0) ,Strong Sell,28.54,-0.49,BAGFS,2023-03-23,AL,28.25,SAT,29.46,SAT,30.61,SAT,31.05,SAT,36.52,SAT,28.85,SAT,Buy (2)
44.349,Sell,23.848,Sell,35.460,Sell,-0.308,Sell,0.8629,Less Volatility,52.878,Sell,-85.7039,Sell,-0.8407,Sell,32.236,Sell,-13.964,Sell,-73.671,Sell,-1.6380,Sell,Buy (0) ,Strong Sell,17.19,+2.02,KRDMB,2023-03-23,AL,16.918,SAT,17.772,SAT,18.773,SAT,17.909,AL,15.531,AL,12.368,neutral,Buy (6)
50.979,Neutral,31.088,Sell,3.096,Oversold,0.270,Buy,2.1829,Less Volatility,32.409,Buy,-61.9550,Sell,-0.1214,Sell,35.922,Sell,4.863,Buy,-80.714,Oversold,0.8220,Buy,Buy (4) ,Neutral,33.64,-1.18,NTGAZ,2023-03-23,SAT,33.99,SAT,34.53,AL,33.21,AL,33.16,SAT,38.69,AL,27.60,neutral,Buy (6)
50.221,Neutral,37.173,Sell,12.101,Oversold,0.267,Buy,0.7164,Less Volatility,31.544,Sell,-73.1783,Sell,-0.2943,Sell,43.612,Sell,-11.569,Sell,-80.524,Oversold,-0.3000,Sell,Buy (1) ,Strong Sell,6.65,-0.75,VANGD,2023-03-23,SAT,7.100,SAT,6.882,SAT,7.173,AL,5.819,AL,5.768,AL,4.863,neutral,Buy (6)
57.780,Buy,50.150,Neutral,29.782,Sell,1.670,Buy,2.9964,Less Volatility,44.690,Buy,32.4685,Neutral,0.0000,Neutral,50.812,Neutral,16.842,Buy,-30.350,Buy,2.0480,Buy,Buy (6) ,Strong Buy,60.8,-0.25,AEFES,2023-03-23,AL,60.37,SAT,61.53,AL,58.57,AL,55.46,AL,58.50,AL,48.25,AL,Buy (11)
