RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
57.589,Buy,63.830,Buy,51.686,Neutral,0.200,Buy,0.4557,Less Volatility,22.386,Buy,89.8373,Buy,0.0686,Buy,54.438,Buy,13.431,Buy,-22.727,Buy,0.6620,Buy,Buy (10) ,Strong Buy,9.27,-0.43,DNISI,2023-03-23,AL,9.20,AL,9.18,AL,8.77,AL,8.62,AL,9.09,AL,7.33,AL,Buy (12)
42.796,Sell,14.637,Oversold,12.363,Oversold,-4.680,Sell,6.7429,Less Volatility,31.975,Sell,-82.3191,Sell,-1.8071,Sell,33.151,Sell,-4.867,Sell,-86.716,Oversold,-4.3720,Sell,Buy (0) ,Strong Sell,107.0,+0.28,ERCB,2023-03-23,SAT,107.72,SAT,110.87,SAT,112.74,SAT,122.83,SAT,131.50,AL,85.23,SAT,Buy (2)
53.892,Neutral,40.220,Sell,100.000,Overbought,0.200,Buy,3.2036,Less Volatility,26.707,Buy,220.8442,Overbought,1.8571,Buy,49.172,Neutral,5.338,Buy,-19.760,Overbought,2.6060,Buy,Buy (5) ,Buy,63.15,+5.25,AKCNS,2023-03-23,AL,59.99,AL,59.35,AL,60.73,AL,59.56,AL,57.09,AL,41.99,AL,Buy (12)
51.453,Neutral,41.925,Sell,100.000,Overbought,-0.360,Sell,1.2029,Less Volatility,24.148,Buy,60.3922,Buy,0.0000,Neutral,42.785,Sell,4.299,Buy,-26.708,Buy,1.3040,Buy,Buy (5) ,Buy,31.56,+1.94,ALKIM,2023-03-23,AL,30.50,AL,30.77,AL,31.14,SAT,31.80,SAT,36.04,AL,31.50,AL,Buy (8)
38.177,Sell,17.390,Oversold,8.134,Oversold,-0.562,Sell,0.6314,Less Volatility,42.244,Sell,-107.4963,Sell,-0.7650,Sell,40.913,Sell,-7.410,Sell,-93.030,Oversold,-1.0260,Sell,Buy (0) ,Strong Sell,12.17,+0.16,BLCYT,2023-03-23,SAT,12.298,SAT,12.739,SAT,13.110,SAT,14.046,SAT,15.937,SAT,14.101,SAT,Buy (0)
44.971,Sell,29.118,Sell,12.955,Oversold,-0.115,Sell,0.4521,Less Volatility,23.518,Sell,-85.7832,Sell,-0.1186,Sell,38.911,Sell,0.598,Buy,-83.824,Oversold,-0.2320,Sell,Buy (1) ,Strong Sell,8.4,-0.12,SEYKM,2023-03-23,SAT,8.528,SAT,8.641,SAT,8.641,SAT,8.860,SAT,9.905,AL,7.974,SAT,Buy (1)
64.433,Buy,49.183,Neutral,36.254,Sell,6.770,Buy,6.9071,High Volatility,57.239,Buy,82.1242,Buy,2.0964,Buy,44.241,Sell,17.503,Buy,-36.296,Buy,13.8760,Buy,Buy (8) ,Strong Buy,100.7,-0.30,BRSAN,2023-03-23,AL,97.79,AL,98.81,AL,91.92,AL,77.40,AL,75.76,AL,60.01,AL,Buy (12)
50.251,Neutral,43.130,Sell,30.659,Sell,-0.090,Sell,1.4814,Less Volatility,33.312,Buy,23.1368,Neutral,0.0000,Neutral,51.868,Buy,4.238,Buy,-65.649,Sell,0.1080,Buy,Buy (4) ,Neutral,36.22,+3.49,BTCIM,2023-03-23,AL,36.37,SAT,36.54,AL,35.79,SAT,36.89,SAT,38.18,AL,32.96,AL,Buy (8)
36.877,Sell,43.115,Sell,16.195,Oversold,-0.263,Sell,0.2164,Less Volatility,37.066,Sell,-69.2042,Sell,-0.1443,Sell,53.585,Buy,-4.079,Sell,-60.748,Sell,-0.3160,Sell,Buy (1) ,Strong Sell,7.29,-0.68,DMSAS,2023-03-23,SAT,7.304,SAT,7.465,SAT,7.733,SAT,8.187,SAT,8.504,SAT,7.574,SAT,Buy (0)
40.393,Sell,15.622,Oversold,2.459,Oversold,-0.910,Sell,1.4371,High Volatility,18.744,Neutral,-119.4002,Sell,-1.0257,Sell,34.266,Sell,-4.367,Sell,-95.611,Oversold,-2.1020,Sell,Buy (0) ,Strong Sell,25.42,+0.24,GEDZA,2023-03-23,SAT,26.06,SAT,26.77,SAT,27.20,SAT,28.84,SAT,30.92,SAT,27.64,SAT,Buy (0)
44.057,Sell,33.138,Sell,13.576,Oversold,-0.193,Sell,0.6407,Less Volatility,31.831,Sell,-83.7645,Sell,-0.3093,Sell,41.820,Sell,-0.856,Sell,-78.906,Sell,-1.0380,Sell,Buy (0) ,Strong Sell,9.27,+1.31,BRKSN,2023-03-23,SAT,9.350,SAT,9.967,SAT,9.780,SAT,10.181,SAT,10.171,AL,7.479,SAT,Buy (2)
65.898,Buy,71.396,Buy,72.400,Buy,1.310,Buy,1.4293,High Volatility,34.361,Buy,87.8336,Buy,1.5764,Buy,60.495,Buy,33.065,Buy,-11.146,Overbought,2.4040,Buy,Buy (10) ,Strong Buy,22.98,+3.51,CUSAN,2023-03-23,AL,22.46,AL,22.12,AL,20.05,AL,18.62,AL,19.32,AL,15.84,AL,Buy (12)
44.838,Sell,14.132,Oversold,1.132,Oversold,-0.149,Sell,1.1007,Less Volatility,34.894,Neutral,-87.3601,Sell,-1.0507,Sell,35.848,Sell,-10.872,Sell,-93.678,Oversold,-0.7240,Sell,Buy (0) ,Strong Sell,14.53,+0.41,SILVR,2023-03-23,SAT,14.676,SAT,15.226,SAT,15.432,SAT,14.896,SAT,17.958,SAT,21.265,SAT,Buy (0)
39.859,Sell,34.581,Sell,63.600,Buy,-0.285,Sell,0.2421,Less Volatility,25.117,Neutral,-93.5442,Sell,-0.0586,Sell,40.704,Sell,0.211,Buy,-72.973,Sell,-0.2720,Sell,Buy (2) ,Strong Sell,4.76,-0.83,METUR,2023-03-23,SAT,4.770,SAT,4.880,SAT,4.965,SAT,5.741,SAT,6.894,SAT,5.538,SAT,Buy (0)
47.668,Neutral,19.545,Oversold,25.652,Sell,-0.083,Sell,0.2843,Less Volatility,29.148,Sell,-59.2826,Sell,-0.0586,Sell,41.180,Sell,2.152,Buy,-75.455,Sell,-0.1780,Sell,Buy (1) ,Strong Sell,7.13,+2.15,GSDDE,2023-03-23,AL,7.018,SAT,7.250,SAT,7.243,SAT,7.319,SAT,7.698,AL,6.110,SAT,Buy (4)
53.380,Neutral,42.392,Sell,100.000,Overbought,-0.170,Sell,0.4564,Less Volatility,29.704,Buy,67.8908,Buy,0.2714,Buy,46.745,Sell,2.949,Buy,-7.813,Overbought,0.1760,Buy,Buy (5) ,Buy,11.15,+6.90,YKSLN,2023-03-23,AL,10.60,AL,10.52,AL,10.81,SAT,11.18,SAT,11.42,AL,10.16,AL,Buy (10)
40.632,Sell,24.399,Sell,3.685,Oversold,-0.120,Sell,0.2593,Less Volatility,47.524,Sell,-128.8421,Sell,-0.2850,Sell,34.007,Sell,-6.492,Sell,-90.090,Oversold,-0.4240,Sell,Buy (0) ,Strong Sell,6.78,+0.44,ORCAY,2023-03-23,SAT,6.87,SAT,7.02,SAT,7.15,SAT,7.18,SAT,8.01,SAT,6.87,SAT,Buy (0)
47.232,Neutral,23.061,Sell,34.613,Sell,-0.240,Sell,0.7036,Less Volatility,34.843,Sell,-46.2487,Neutral,0.0000,Neutral,41.696,Sell,-1.799,Sell,-70.204,Sell,0.0260,Buy,Buy (1) ,Strong Sell,15.78,-0.13,PAPIL,2023-03-23,AL,15.67,SAT,16.01,SAT,16.02,SAT,16.48,SAT,18.52,SAT,16.72,SAT,Buy (2)
53.722,Neutral,28.328,Sell,14.931,Oversold,0.898,Buy,1.8800,Less Volatility,35.984,Neutral,-58.5008,Sell,0.0000,Neutral,37.589,Sell,-11.562,Sell,-75.000,Sell,0.7380,Buy,Buy (2) ,Sell,25.42,-2.08,RYSAS,2023-03-23,AL,25.616,SAT,25.788,SAT,26.043,AL,22.541,AL,21.113,AL,15.342,AL,Buy (8)
39.856,Sell,20.049,Sell,17.891,Oversold,-0.624,Sell,0.8957,Less Volatility,24.453,Sell,-128.5561,Sell,-1.0143,Sell,20.794,Oversold,-7.289,Sell,-89.671,Oversold,-1.3280,Sell,Buy (0) ,Strong Sell,20.84,+1.17,INVEO,2023-03-23,SAT,21.000,SAT,21.656,SAT,22.196,SAT,22.875,SAT,26.650,SAT,21.759,SAT,Buy (0)
56.026,Buy,31.834,Sell,91.896,Overbought,-0.190,Sell,0.5429,High Volatility,34.946,Buy,83.5815,Buy,0.3443,Buy,55.025,Buy,10.955,Buy,-26.341,Buy,1.0580,Buy,Buy (8) ,Strong Buy,8.71,+9.97,SMART,2023-03-23,AL,7.85,AL,8.02,AL,8.03,AL,8.57,SAT,9.63,AL,7.99,AL,Buy (11)
46.305,Neutral,23.370,Sell,26.269,Sell,-0.460,Sell,1.3514,Less Volatility,30.128,Buy,-81.8951,Sell,-0.2014,Sell,33.900,Sell,3.874,Buy,-77.717,Sell,-0.3800,Sell,Buy (2) ,Strong Sell,23.08,+1.05,GLCVY,2023-03-23,AL,22.90,SAT,23.64,SAT,23.48,SAT,24.54,SAT,26.66,AL,20.51,SAT,Buy (3)
61.257,Buy,46.221,Neutral,32.479,Sell,1.730,Buy,1.8271,Less Volatility,46.950,Buy,60.9256,Buy,0.0000,Neutral,51.475,Buy,4.920,Buy,-49.268,Neutral,1.8980,Buy,Buy (7) ,Strong Buy,37.96,-0.11,MAGEN,2023-03-23,AL,37.55,AL,37.89,AL,36.92,AL,32.03,AL,32.28,AL,23.41,AL,Buy (12)
38.219,Sell,19.142,Oversold,20.615,Oversold,-0.645,Sell,0.6507,Less Volatility,45.113,Sell,-85.2209,Sell,-0.8114,Sell,29.410,Oversold,-7.464,Sell,-80.909,Oversold,-1.1120,Sell,Buy (0) ,Strong Sell,15.85,+1.28,MNDTR,2023-03-23,AL,15.762,SAT,16.424,SAT,17.021,SAT,17.792,SAT,21.341,SAT,21.271,SAT,Buy (1)
42.525,Sell,13.075,Oversold,7.656,Oversold,-1.211,Sell,2.5071,Less Volatility,29.619,Sell,-107.6687,Sell,-1.6643,Sell,31.946,Sell,-3.551,Sell,-92.265,Oversold,-2.9700,Sell,Buy (0) ,Strong Sell,51.45,+0.29,TMSN,2023-03-23,SAT,51.840,SAT,53.425,SAT,54.217,SAT,55.743,SAT,62.521,SAT,57.798,SAT,Buy (0)
74.009,Buy,68.666,Buy,73.807,Buy,15.670,Buy,10.5821,High Volatility,51.376,Buy,149.3159,Buy,31.8857,Buy,62.462,Buy,79.390,Buy,0.000,Overbought,55.2920,Buy,Buy (10) ,Strong Buy,147.1,+9.94,ONCSM,2023-03-23,AL,127.26,AL,121.21,AL,102.71,AL,82.95,AL,42.11,AL,21.06,AL,Buy (12)
44.491,Sell,22.903,Sell,25.316,Sell,-0.440,Sell,1.3107,Less Volatility,20.020,Neutral,-55.1907,Sell,-0.3550,Sell,38.907,Sell,0.970,Buy,-79.142,Sell,-0.4420,Sell,Buy (1) ,Strong Sell,20.66,-1.05,TEZOL,2023-03-23,AL,20.65,SAT,21.48,SAT,21.67,SAT,22.20,SAT,24.82,AL,18.11,SAT,Buy (3)
38.551,Sell,27.936,Sell,53.207,Neutral,-1.492,Sell,1.3643,Less Volatility,54.110,Sell,-97.5298,Sell,-1.3857,Sell,28.704,Oversold,-12.500,Sell,-73.276,Sell,-3.3640,Sell,Buy (0) ,Strong Sell,29.32,+3.24,EGSER,2023-03-23,AL,29.032,SAT,30.246,SAT,32.900,SAT,33.939,SAT,34.813,SAT,32.527,SAT,Buy (2)
72.584,Buy,78.420,Buy,30.913,Sell,1.010,Buy,0.6643,Less Volatility,47.031,Buy,80.4042,Buy,0.4786,Buy,58.309,Buy,16.258,Buy,-9.317,Overbought,1.2840,Buy,Buy (9) ,Strong Buy,18.16,+1.34,AVHOL,2023-03-23,AL,17.830,AL,17.751,AL,16.697,AL,14.651,AL,13.432,AL,10.615,AL,Buy (12)
44.863,Sell,26.511,Sell,43.627,Sell,-0.350,Sell,0.6236,Less Volatility,39.994,Buy,-76.2035,Sell,-0.2864,Sell,37.631,Sell,-1.257,Sell,-70.614,Sell,-0.3600,Sell,Buy (1) ,Strong Sell,18.07,+1.18,ANHYT,2023-03-23,AL,17.87,SAT,18.32,SAT,18.56,SAT,19.02,SAT,19.32,AL,16.52,SAT,Buy (4)
45.508,Neutral,13.148,Oversold,0.568,Oversold,-0.030,Sell,0.7421,High Volatility,31.990,Sell,-87.1678,Sell,-0.5871,Sell,32.470,Sell,0.245,Buy,-90.554,Oversold,-0.5780,Sell,Buy (1) ,Strong Sell,8.21,0.00,DERIM,2023-03-23,SAT,8.29,SAT,8.82,SAT,8.71,SAT,8.30,SAT,9.09,AL,8.06,SAT,Buy (2)
36.531,Sell,17.449,Oversold,0.000,Oversold,-2.650,Sell,3.0521,Less Volatility,61.833,Sell,-98.7596,Sell,-4.5886,Sell,33.473,Sell,-15.931,Sell,-95.220,Oversold,-5.6560,Sell,Buy (0) ,Strong Sell,48.52,-1.66,HKTM,2023-03-23,SAT,49.98,SAT,51.89,SAT,55.07,SAT,57.90,SAT,70.98,AL,46.62,SAT,Buy (1)
44.727,Sell,18.847,Oversold,5.338,Oversold,-1.450,Sell,6.0321,Less Volatility,31.872,Sell,-126.0052,Sell,-2.4929,Sell,37.807,Sell,-15.925,Sell,-92.151,Oversold,-5.5260,Sell,Buy (0) ,Strong Sell,96.15,+0.26,KMPUR,2023-03-23,SAT,97.57,SAT,100.02,SAT,104.05,SAT,101.32,SAT,111.15,AL,78.09,SAT,Buy (2)
39.561,Sell,31.130,Sell,17.559,Oversold,-0.380,Sell,0.6586,Less Volatility,46.221,Sell,-114.2315,Sell,-0.6964,Sell,31.967,Sell,-8.196,Sell,-74.426,Sell,-1.1880,Sell,Buy (0) ,Strong Sell,13.36,+1.52,SAFKR,2023-03-23,SAT,13.33,SAT,13.98,SAT,14.40,SAT,14.56,SAT,15.63,AL,12.42,SAT,Buy (2)
41.127,Sell,20.805,Sell,39.559,Sell,-1.150,Sell,1.3643,Less Volatility,47.253,Sell,-101.0656,Sell,-1.5000,Sell,29.761,Oversold,-8.729,Sell,-76.816,Sell,-3.1040,Sell,Buy (0) ,Strong Sell,26.48,+4.50,NETAS,2023-03-23,AL,26.07,SAT,27.80,SAT,28.73,SAT,29.87,SAT,34.07,SAT,28.15,SAT,Buy (2)
49.848,Neutral,20.906,Sell,50.039,Neutral,-0.780,Sell,2.8107,Less Volatility,32.107,Neutral,-41.9442,Neutral,0.0000,Neutral,39.212,Sell,0.079,Buy,-63.066,Sell,-1.0220,Sell,Buy (1) ,Sell,63.35,+5.15,ALGYO,2023-03-23,AL,60.64,AL,63.10,SAT,64.18,SAT,63.48,SAT,68.63,AL,54.27,AL,Buy (8)
53.573,Neutral,32.312,Sell,51.612,Neutral,0.040,Buy,6.2429,High Volatility,41.661,Buy,194.3636,Buy,1.1000,Buy,43.421,Sell,6.766,Buy,-58.621,Sell,21.3180,Buy,Buy (6) ,Strong Buy,129.2,-6.51,PKENT,2023-03-23,AL,128.44,AL,125.08,AL,123.75,AL,128.84,SAT,144.58,SAT,141.25,neutral,Buy (6)
48.981,Neutral,19.286,Oversold,0.000,Oversold,0.045,Buy,0.2779,High Volatility,52.552,Buy,-117.4595,Sell,-0.0979,Sell,40.364,Sell,-6.006,Sell,-92.857,Oversold,-0.1380,Sell,Buy (2) ,Sell,3.14,-2.18,AVTUR,2023-03-23,SAT,3.186,SAT,3.336,SAT,3.211,AL,3.039,SAT,3.236,AL,2.821,SAT,Buy (4)
38.161,Sell,14.954,Oversold,0.417,Oversold,-0.939,Sell,1.5929,Less Volatility,47.251,Sell,-118.7506,Sell,-2.5686,Sell,27.183,Oversold,-10.778,Sell,-97.602,Oversold,-3.5520,Sell,Buy (0) ,Strong Sell,26.86,+0.22,PRKAB,2023-03-23,SAT,27.580,SAT,28.946,SAT,29.885,SAT,30.586,SAT,32.992,SAT,29.544,SAT,Buy (0)
41.845,Sell,18.858,Oversold,8.340,Oversold,-0.370,Sell,0.9029,Less Volatility,34.609,Sell,-101.9082,Sell,-0.8300,Sell,32.658,Sell,-10.059,Sell,-91.132,Oversold,-1.2800,Sell,Buy (0) ,Strong Sell,15.18,-0.72,KNFRT,2023-03-23,SAT,15.58,SAT,15.93,SAT,16.37,SAT,16.54,SAT,15.92,AL,13.14,SAT,Buy (2)
45.033,Neutral,26.479,Sell,50.547,Neutral,-0.548,Sell,0.8436,Less Volatility,25.097,Neutral,-71.8635,Sell,-0.2436,Sell,35.304,Sell,-4.178,Sell,-68.657,Sell,-0.4900,Sell,Buy (0) ,Strong Sell,17.07,+1.25,KLMSN,2023-03-23,AL,16.880,SAT,17.470,SAT,17.636,SAT,18.703,SAT,20.576,AL,16.711,SAT,Buy (3)
40.789,Sell,18.473,Oversold,8.100,Oversold,-0.310,Sell,0.5357,Less Volatility,27.065,Neutral,-98.0287,Sell,-0.4607,Sell,29.159,Oversold,-3.275,Sell,-87.192,Oversold,-0.6360,Sell,Buy (0) ,Strong Sell,12.1,-0.08,FONET,2023-03-23,SAT,12.18,SAT,12.62,SAT,12.73,SAT,13.17,SAT,14.91,SAT,13.97,SAT,Buy (0)
42.775,Sell,25.166,Sell,0.763,Oversold,-0.120,Sell,1.2736,High Volatility,22.717,Neutral,-91.9807,Sell,-0.7479,Sell,26.470,Oversold,-0.396,Sell,-94.923,Oversold,-1.7560,Sell,Buy (0) ,Strong Sell,20.1,-0.50,EDATA,2023-03-23,SAT,20.65,SAT,21.53,SAT,21.11,SAT,21.22,SAT,23.88,AL,19.82,SAT,Buy (1)
58.965,Buy,62.749,Buy,0.000,Oversold,0.760,Buy,1.1979,High Volatility,38.659,Buy,59.7865,Buy,0.0000,Neutral,44.320,Sell,15.544,Buy,-48.772,Neutral,1.3680,Buy,Buy (7) ,Strong Buy,18.36,-1.92,HEDEF,2023-03-23,SAT,18.66,SAT,18.57,AL,17.59,AL,16.07,AL,17.00,AL,12.32,AL,Buy (8)
49.618,Neutral,19.669,Oversold,15.563,Oversold,0.650,Buy,2.6914,Less Volatility,31.125,Sell,-84.1861,Sell,-0.6129,Sell,41.281,Sell,-9.244,Sell,-83.063,Oversold,-1.2340,Sell,Buy (1) ,Strong Sell,40.74,+2.26,PNLSN,2023-03-23,AL,40.62,SAT,41.77,SAT,42.80,AL,38.20,AL,36.91,AL,25.93,AL,Buy (7)
32.644,Sell,16.331,Oversold,17.248,Oversold,-0.472,Sell,0.3021,Less Volatility,43.398,Sell,-106.2646,Sell,-0.5129,Sell,26.288,Oversold,-10.039,Sell,-89.888,Oversold,-0.8620,Sell,Buy (0) ,Strong Sell,6.98,+0.43,ICBCT,2023-03-23,SAT,7.010,SAT,7.367,SAT,7.700,SAT,8.539,SAT,8.770,SAT,7.552,SAT,Buy (0)
46.387,Neutral,29.551,Sell,15.701,Oversold,-0.090,Sell,1.4357,Less Volatility,30.303,Sell,-51.2824,Sell,-0.3643,Sell,42.599,Sell,-0.098,Sell,-75.000,Sell,-0.6440,Sell,Buy (0) ,Strong Sell,20.42,-0.58,SAMAT,2023-03-23,SAT,20.644,SAT,21.686,SAT,21.520,SAT,21.215,AL,17.540,AL,13.299,SAT,Buy (5)
39.049,Sell,26.583,Sell,18.984,Oversold,-1.290,Sell,3.7357,Less Volatility,41.850,Sell,-138.4075,Sell,-6.3143,Sell,31.730,Sell,-12.316,Sell,-86.009,Oversold,-11.1980,Sell,Buy (0) ,Strong Sell,62.55,+4.16,QUAGR,2023-03-23,SAT,63.71,SAT,68.15,SAT,70.85,SAT,67.39,SAT,65.69,AL,49.17,SAT,Buy (2)
52.060,Neutral,42.107,Sell,52.222,Neutral,-0.012,Sell,0.2636,Less Volatility,16.712,Neutral,46.8332,Neutral,0.0000,Neutral,50.596,Neutral,10.876,Buy,-38.158,Buy,0.1100,Buy,Buy (3) ,Buy,3.63,-2.42,RHEAG,2023-03-23,AL,3.596,AL,3.634,AL,3.570,AL,3.665,AL,3.628,AL,2.843,AL,Buy (12)
43.372,Sell,32.331,Sell,12.736,Oversold,-0.338,Sell,1.1186,Less Volatility,27.720,Buy,-135.1428,Sell,-0.7729,Sell,31.940,Sell,-7.704,Sell,-81.865,Oversold,-1.4000,Sell,Buy (1) ,Strong Sell,24.42,-1.13,KUYAS,2023-03-23,SAT,24.596,SAT,25.376,SAT,25.780,SAT,25.844,AL,22.580,AL,14.977,SAT,Buy (4)
49.391,Neutral,25.295,Sell,25.385,Sell,-0.310,Sell,3.3500,Less Volatility,35.968,Sell,-64.5950,Sell,-0.6143,Sell,34.591,Sell,-3.168,Sell,-72.811,Sell,0.7000,Buy,Buy (1) ,Strong Sell,59.55,-1.24,PNSUT,2023-03-23,AL,59.19,SAT,60.76,SAT,60.10,SAT,60.13,SAT,61.57,AL,50.20,SAT,Buy (4)
37.322,Sell,13.465,Oversold,13.209,Oversold,-1.670,Sell,1.9029,Less Volatility,37.589,Sell,-95.1611,Sell,-2.1114,Sell,33.790,Sell,-10.648,Sell,-91.734,Oversold,-3.1340,Sell,Buy (0) ,Strong Sell,28.68,+2.06,ELITE,2023-03-23,SAT,28.90,SAT,30.35,SAT,31.78,SAT,34.05,SAT,39.46,SAT,30.89,SAT,Buy (0)
47.689,Neutral,22.450,Sell,44.489,Sell,-0.180,Sell,1.1829,Less Volatility,35.339,Buy,-45.9027,Neutral,-0.2314,Sell,35.183,Sell,-3.515,Sell,-68.880,Sell,-0.2820,Sell,Buy (1) ,Strong Sell,23.08,+4.62,DYOBY,2023-03-23,AL,22.444,SAT,23.236,SAT,24.115,AL,23.059,SAT,24.114,AL,20.081,neutral,Buy (6)
42.625,Sell,22.688,Sell,24.812,Oversold,-1.570,Sell,2.4993,Less Volatility,37.170,Sell,-89.9756,Sell,-1.8186,Sell,35.468,Sell,-9.675,Sell,-82.976,Oversold,-2.1940,Sell,Buy (0) ,Strong Sell,51.15,-1.16,KTSKR,2023-03-23,SAT,51.70,SAT,52.53,SAT,54.41,SAT,56.12,SAT,61.08,AL,48.73,SAT,Buy (1)
57.334,Buy,60.623,Buy,84.437,Overbought,0.170,Buy,0.6000,Less Volatility,23.496,Buy,124.5875,Buy,0.0050,Buy,45.869,Sell,3.173,Buy,-31.606,Buy,0.7380,Buy,Buy (9) ,Strong Buy,16.26,-0.25,EGEPO,2023-03-23,AL,16.19,AL,16.01,AL,15.86,AL,15.60,SAT,16.30,AL,13.58,AL,Buy (11)
43.768,Sell,16.880,Oversold,16.821,Oversold,-1.212,Sell,2.4893,Less Volatility,35.526,Buy,-90.0499,Sell,-2.3750,Sell,36.729,Sell,-6.750,Sell,-84.615,Oversold,-3.7280,Sell,Buy (1) ,Strong Sell,52.3,+1.16,PARSN,2023-03-23,AL,52.360,SAT,54.695,SAT,55.780,SAT,55.928,SAT,61.723,AL,52.146,SAT,Buy (2)
37.496,Sell,32.092,Sell,25.192,Sell,-1.570,Sell,2.8357,Less Volatility,31.527,Sell,-151.6033,Sell,-3.1893,Sell,36.258,Sell,-6.650,Sell,-82.960,Oversold,-6.6220,Sell,Buy (0) ,Strong Sell,74.05,+2.00,MPARK,2023-03-23,SAT,74.46,SAT,77.09,SAT,78.19,SAT,79.40,SAT,78.75,AL,61.20,SAT,Buy (2)
45.694,Neutral,27.841,Sell,49.205,Neutral,-0.190,Sell,0.6936,Less Volatility,43.135,Sell,-71.4014,Sell,-0.2350,Sell,35.217,Sell,-5.698,Sell,-69.906,Sell,-0.7840,Sell,Buy (0) ,Strong Sell,14.93,+2.54,BMSCH,2023-03-23,AL,14.78,SAT,15.21,SAT,15.72,SAT,15.36,SAT,15.66,AL,13.64,SAT,Buy (4)
60.770,Buy,74.985,Buy,68.251,Buy,0.317,Buy,0.8236,High Volatility,47.387,Buy,114.2155,Buy,0.1250,Buy,68.536,Buy,11.842,Buy,-20.913,Buy,1.2260,Buy,Buy (11) ,Strong Buy,17.81,-1.00,ARENA,2023-03-23,SAT,17.898,AL,17.697,AL,16.739,AL,16.788,SAT,18.068,AL,15.923,AL,Buy (10)
35.715,Sell,14.933,Oversold,19.778,Oversold,-2.439,Sell,2.1386,Less Volatility,42.522,Sell,-91.8818,Sell,-3.8286,Sell,28.632,Oversold,-18.304,Sell,-88.819,Oversold,-4.8360,Sell,Buy (0) ,Strong Sell,41.46,+1.52,DEVA,2023-03-23,AL,41.320,SAT,43.919,SAT,46.729,SAT,48.792,SAT,51.977,SAT,43.437,SAT,Buy (1)
40.381,Sell,22.197,Sell,13.116,Oversold,-2.600,Sell,3.2214,Less Volatility,41.887,Sell,-110.0809,Sell,-4.1893,Sell,31.042,Sell,-5.991,Sell,-88.235,Oversold,-5.5120,Sell,Buy (0) ,Strong Sell,71.4,-0.42,AYGAZ,2023-03-23,SAT,71.78,SAT,74.79,SAT,76.74,SAT,80.23,SAT,80.23,AL,61.67,SAT,Buy (2)
49.140,Neutral,40.542,Sell,57.647,Buy,-0.322,Sell,2.1000,High Volatility,18.477,Neutral,-14.9808,Neutral,0.0000,Neutral,41.836,Sell,5.103,Buy,-58.245,Sell,-0.4340,Sell,Buy (2) ,Sell,30.46,+2.08,TUCLK,2023-03-23,SAT,30.532,SAT,30.526,AL,30.404,SAT,31.410,SAT,33.974,AL,25.137,AL,Buy (7)
45.504,Neutral,27.910,Sell,33.455,Sell,-0.221,Sell,0.5593,Less Volatility,35.503,Sell,-68.8237,Sell,-0.0243,Sell,40.790,Sell,-7.076,Sell,-67.429,Sell,-0.2880,Sell,Buy (0) ,Strong Sell,12.87,+1.34,ETILR,2023-03-23,AL,12.774,SAT,12.907,SAT,13.290,SAT,13.387,AL,12.723,AL,10.012,neutral,Buy (6)
38.837,Sell,20.509,Sell,24.943,Oversold,-1.228,Sell,1.3000,Less Volatility,40.712,Sell,-93.8885,Sell,-0.9629,Sell,36.227,Sell,-5.098,Sell,-79.344,Sell,-2.7640,Sell,Buy (0) ,Strong Sell,24.2,+2.63,ALKA,2023-03-23,AL,23.968,SAT,25.302,SAT,26.088,SAT,28.195,SAT,33.133,SAT,25.463,SAT,Buy (1)
58.335,Buy,64.405,Buy,27.166,Sell,1.150,Buy,1.3357,Less Volatility,35.220,Buy,90.1311,Buy,0.0000,Neutral,52.043,Buy,7.704,Buy,-34.591,Buy,1.4480,Buy,Buy (9) ,Strong Buy,29.38,-1.08,HTTBT,2023-03-23,SAT,29.37,AL,29.25,AL,28.52,AL,25.73,AL,26.15,AL,20.70,AL,Buy (11)
38.905,Sell,27.387,Sell,14.299,Oversold,-1.190,Sell,1.1329,Less Volatility,34.106,Sell,-129.1025,Sell,-1.1471,Sell,39.728,Sell,-3.600,Sell,-92.228,Oversold,-1.3180,Sell,Buy (0) ,Strong Sell,26.24,-1.72,AGESA,2023-03-23,SAT,26.76,SAT,27.40,SAT,27.66,SAT,30.68,SAT,34.65,SAT,29.29,SAT,Buy (0)
40.397,Sell,14.222,Oversold,8.178,Oversold,-0.820,Sell,1.0700,Less Volatility,34.860,Sell,-92.2215,Sell,-1.4414,Sell,33.354,Sell,-9.528,Sell,-93.939,Oversold,-1.6020,Sell,Buy (0) ,Strong Sell,21.9,-0.09,KARYE,2023-03-23,SAT,22.04,SAT,22.99,SAT,23.69,SAT,24.49,SAT,28.60,SAT,22.54,SAT,Buy (0)
